Unnamed: 0,QID,Brand,Model,Question,Dialogue,Report
186,Q5187,三菱,欧蓝德 进口,三菱 欧蓝德 正 时 平衡 轴 皮带 断 了 有 什么 影响,技师 说 平衡 轴 的 小 皮带 断 了 车子 加油 门会 抖动 车主 说 就 这个 问题 么 技师 说 就 这个 啊 不 影响 别的 车主 说 我 是 刚刚 做 了 大修 不 知道 为什么 会 水 往外面 喷 我 拆下 缸盖 看 汽缸 床 没 问题 就 只有 这个 小 皮带 断 了 技师 说 小 皮带 断 了 不 影响 水温 啊 技师 说 你 是 热车 后 水往 外 喷 还是 一 打火 就 往外 喷 啊 车主 说 那 一般 什么 情况 水会 往外 冒 车主 说 打火 就 冒 也 不是 喷 技师 说 空气 排好 了 没有 的 车主 说 这种 不用 排 空气 技师 说 你 最好 排 下 空气 试试 技师 说 不见 的 自排 的 就 不 需要 排 空气 的 车主 说 有 空气 的话 冷车 也 不会 冒 啊 技师 说 那 就 不 应该 了 水泵 检查 过 吗 车主 说 水泵 换 了 的 技师 说节 温器 呢 车主 说 没装节 温器 技师 说 车子 以前 都 是 加水 还是 冷却液 的 车主 说水 车主 说 但是 水箱 没堵 技师 说 那 只有 排 下 空气 再 看看 车主 说少水 技师 说 小 皮带 是 不会 导致 水往 外 喷 的 车主 说 但是 没 地方 漏水 技师 说 什么 情况 大修 的 车主 说 水往 外 冒 还 没事 盖 上 盖 就 没事 了 开着 开着 就 少水 车主 说 怠速 水温 上来 的话 一切正常 技师 说 排气管 排水 严重 吗 车主 说 缸盖 烧 了 车主 说 不 严重 有 一点 技师 说 你们 是 换 了 缸盖 还是 怎么 车主 说 之前 看见 排气 支管 里面 有水 车主 说换 了 缸盖 技师 说换 的 总成 车主 说 嗯 车主 说 不是 总成 就是 缸盖 技师 说 那 不 应该 少水 啊 技师 说少水 的话 要么 缸 垫 没有 压紧 要么 有 哪里 渗水 车主 说 就是 啊 搞不懂 车主 说 外面 没有 渗水 车主 说 而且 开着 少水 比较 快 所以 刚刚 拆 缸盖 看看 也 看到 缸 床 没什么 事 车主 说 怠速水 不怎么 少 比较 正常 技师 说 你 那车 发动机 是 什么 型号 的 车主 说 技师 说 水箱 和 水管 接口 有 检查 看看 有没有 渗水 的 情况 呢 车主 说 没有 车主 说 打 了 水压 车主 说 正常 技师 说 你 把 水箱 加压 了 再 看看 仔细检查 一下 技师 说 看看 发动机 上面 的 水管 接口 地方 有没有 渗水 的 车主 说好 吧 明天 在 说 技师 说 你 用 的 石棉 的 缸 垫 吧 车主 说 铁 的 车主 说 我 担心 烧水 车主 说 不然 不会 少 这么 快 车主 说漏 这么 大 的话 肯定 可以 看 倒 技师 说 把 缸 垫 换成 石棉 的 再 把 缸 垫 两面 摸 薄薄的 一层 密封胶 压紧 点 技师 说 再 仔细检查 一下 看看 有没有 地方 渗水 的 车主 说 嗯 打 专用 的 缸盖 胶 应该 好 一点 吧 车主 说 知道 了 谢谢 技师 说 当然 有 专用 胶 更好 啊 车主 说 嗯 技师 说 还有 小 皮带 最好 搞根 换上 不然 加油 门 发动机 会 抖动 的 车主 说 嗯 买 了 明天 换 技师 说 发动机 少水 的话 要么 有 地方 渗漏 要么 缸 垫 没 压紧 烧 了 水 车主 说 自己 第一次 做 大修 就 出 这种 请客 有点 急 哈哈哈哈 车主 说 嗯 嗯 谢谢 了 技师 说 不用 客气 技师 说 不要 急 你 越 急 越 容易 出 问题 仔细 点修,平衡 轴 皮带 断 了 只会 加油 发动机 抖动 不 影响 别的 还有 你 车子 少水 按 我 告诉 你 的 仔细检查 看看 缸 垫 用 石棉 的 记得 两面 打薄 一点 的 胶缸 垫 要 压紧 修车 不能 急 不能 慌越 慌 越出 问题 的 仔细 一点
187,Q5188,大众,凌渡,我 的 凌度 宽 舒适 遥控器 能 不能 升降 玻璃,技师 说 你 车子 遥控器 可以 升 玻璃 的 锁车 后长 按锁 车键 可以 升 玻璃 技师 说 按 一下 开锁 以后 长 按 开锁 可以 降下 车门 玻璃 车主 说 目前 升 可以 不能 降 玻璃 技师 说 你 车子 断开 过 电瓶 线 吗 车主 说 没有 技师 说 手动 操作 主 驾驶 车门 上 的 玻璃 升降 是否 可以 一键 降 车主 说 可以 啊 技师 说 这个 需要 重新 匹配 一下 钥匙 就 好 了 保修期 内 可以 去 店 免费 处理 车主 说好 的 谢谢 技师 说 不 客气,车子 还 在 保修期 直接 去 店 免费 匹配 一下 就 可以
188,Q5189,丰田,卡罗 拉,款 的 卡罗 拉 今年 到 了 买 保险 的 时候 人保 跟 我 最近 有 做 活动 选一送 前车 镀膜 杀菌 臭氧 四轮 定位 价钱 一样 交人保 或 返现 人 保直 返 走 的话 要 到 日 到 账 我 还 选 哪个 比较 好 还有 我车 之前 碰到 铁柱 凹 了 进去 正面 张 后面 我用 家用 的 挂钩 吸 了 点 出来 这该 怎么 处理 之前 说 搞好 可以 和 他们 商量 赠送 换成 把 我 车门 做好 价钱 差不多,技师 说 建议 购买 电话 车险 或是 人保 直接 返现 就 可以 后续 赠送 的 那些 项目 没有 用 现在 看 车门 大部分 可以 吸出来 的 不过 门框 靠 下 位置 有 可能 要 整形 如果 处理 不平 修复 元 最 多,直接 在 保险公司 买 保险 返现 最 便宜 通常 个点 左右 车门 维修 一般
189,Q5190,丰田,普拉多,丰田 普拉多 迈 方向盘 抖动 做过 很 多次 平衡 不管 用,技师 说 检查一下 半轴 和 传动轴 技师 说 间隙 大 也 会 抖动,检查 半轴 和 传动轴 方向 节
190,Q5191,奥迪,奥迪,我用 的 是 奥迪 年 买 的 刚刚 用 的 时候 电子 手刹 出现 失灵 了 我 把 车 开到 车库 门前 然后 怎么 到 怎么 响 了 一下 当时 已经 是 把 安全带 解开 了 然后 电子 手刹 就 闪烁 了 感觉 用 不了 然后 我 停 好车 之后 重新启动 了 几次 还是 那样 过 了 一会 重新启动 又 没事 了 请问 这个 是 什么 问题 呢 是 系统故障 还是 我 操作 错误 了,技师 说 根据 你 说 的 那个 响 是 安全带 报警 响 吧 这种 情况 不 放心 可以 用 电脑 检测 下 看看 有没有 故障 码 如果 没有 现在 正常 使用 就 可以 不用 维修,通过 你 说 的 可能 是 操作 不 对 导致 建议 去 修理厂 用 电脑 检测 下 如果 没有 问题 能 正常 使用 就 在 使用 中 观察
191,Q5192,奥迪,奥迪,年 的 奥迪 更换 气门 弹簧 现在 装 排气 凸轮轴 凸轮 与 轴 之间 是 可以 移动 的 可变 的 那种 请问 安装 这 款 发动机 的 排气 凸轮轴 有 什么 注意事项 吗,技师 说 拆下来 的 凸轮轴 不要 用力 左右 滑动 里面 有个 珠粒 容易 脱落 安装 时 没有 特别 注意 的 直接 放到 凸轮轴 槽 里 就 可以 车主 说好 的 那 有没有 要求 是 按 在 高 凸轮 上 或者 是 低 凸轮 上 技师 说 没有 的 这个 是 着 车后 电磁阀 自动 调节 的 车主 说好 的 谢谢 我刚 接触 不 懂 怕 乱 了 影响 发动机 工作 启动 后 自动 调节 就行 谢谢 技师 说 不 客气 的 他 这个 好 低 凸轮 是 根据 负荷 自己 调节 的 车主 说好 的 非常感谢 已经 顺利 启动 了 现在 车子 怠速 坐在 车里 感觉 抖动 就是 那种 共振 很 厉害 全车 没 故障 轻 碰 油门 转速 到 转 左右 震动 完全 消失 您 有 试过 吗 车主 说 现在 是 怠速 稳定 在 到 转 就是 这个 转速 才 感觉 到 震动 技师 说 检查 下缸 压 也 可能 是 缸 安装 多 着 车 试试 车主 说 缸 压 都 在 左右 呢 技师 说 那 检查 下 清洗 下 节气门 试试,根据 你 说 的 这个 直接 按 就 可以 没有 特别 说法 那个 凸轮 是 自动 调节 的
192,Q5193,马自达,马自达,新买 的 马自达 今天 去 安装 淘宝 买 的 发动机 护板 不 知道 是 螺丝 大 了 还是 什么 安装 师傅 直接 把 螺丝 用 锤子敲 到 这个 孔 里面 安装 的 护板 安 的 挺 结实 的 但是 我 不 知道 这 对 发动机 跟 变速箱 有没有 伤害 毕竟 发动机 变速箱 就 在 旁边 啊,技师 说 这种 情况 没事 的 穿 过去 上面 的 螺丝 碰 不到 发动机 和 变速器 就 没 问题 的 不会 影响 的 车主 说 这个 护板 的 螺丝 一般 是 按 在 哪里 这个 是 元宝 梁 吗 一般 正常 来说 是 按 在 元宝 梁 吗 技师 说 就是 安装 在 元宝 梁 上面 的 车主 说 是 整个 护板 都 安装 在 元宝 梁 上面 还是 后面 在 元宝 梁 前面 跟 中间 在 别的 地方 技师 说 都 按 在 整个 元宝 梁 上 车主 说 我 看 他 那 把 锤子 把 螺丝 往孔 里面 砸 刚好 发动机 变速箱 都 在 上面 我怕 砸 到 发动机 变速箱 了 元宝 梁 里面 应该 是 空 的 吧 技师 说恩是 的 元宝 梁 里面 是 空 的 他 砸 可能 是 螺丝 粗 了 些 车主 说 多谢 师傅 再 问 您 一个 问题 我 比较 好奇 如果 砸 到 发动机 变速箱 了 会 怎么样 是 要 换 整个 发动机 变速箱 还是 换 一个 部件 技师 说 可能 会 导致 壳体 破裂 换坏 的 配件 就 可以 车主 说 师傅 麻烦 再 问 你 一个 问题 我 今天 上 陡坡 的 时候 可能 油门 踩 的 有点 慢 结果 车子 在 坡 上 停 了 我 再 用力 踩油门 车子 才 冲上去 的 请问 这种 情况 是 正常 的 嘛 技师 说 没 问题 正常 的,根据 你 说 的 这个 没 问题 的 就是 这么 安装 上 的 砸 螺丝 可能 是 孔小些 目的 是 穿 过去
193,Q5194,起亚,起亚,请问 换 一根 这张 里面 最 粗 看起来 较 干净 的 那条 管子 需要 多少 钱 另外 我 汽车 每次 刚 打开 空调 的 时候 吹出来 的 风 都 有 一股 很浓 的 尘土 味 就 像 夏天 天气炎热 干燥 时 突然 降来 一场 雨 地面 上 的 那种 尘土 味 一样 请问 是 什么 原因 呢,技师 说 换 一个 那个 管子 大概 需要 三百左右 空调 有 土味 建议 换下 空调 滤芯 清洗 下 空调 风道 车主 说 那个 管子 叫 什么 管 空调 风道 怎么 清洗 自己 可以 完成 吗 技师 说 空调 风道 用 空调 清洗剂 建议 去 修理厂 那个 是 水管 车主 说 哦 车主 说 请问 下 车底 做 防锈 合理 价格 在 多少,这个 管子 是 水箱 水管 换 一个 大概 三百元 空调 有 异味 可能 是 空调 滤芯 过脏 建议 换个 滤芯 清洗 风道 试试
194,Q5195,丰田,卡罗 拉,我 的 卡罗 拉 之前 一直 加跑 了 多公里 了 我 现在 加 的 行不行 个人 觉得 经烧 一点,技师 说 根据 你 说 的 可以 换 的 先 把 的 用到 报警 在 加 的 就 可以 的 不会 有 影响 车主 说 用到 亮灯 是 吧 用到 亮灯 的话 还 能 跑 左右 技师 说恩是 的 没错,可以 加 的 你 把 现在 油箱 里 的 油 用到 油表 报警 在 加 的 就 可以 不会 影响 的
195,Q5196,长城,风骏,新买 的 长城 风骏 皮卡车 才 跑 了 公里 在 山路 上面 跑 地盘 有 磨损 痕迹 今天 由于 地盘 放 机油 的 螺丝 跑掉 了 机油 全部 漏 了 发动机 现在 坏 了 朋友 的 车 螺丝 都 撞 歪 了 也 没 出现 过 螺丝 直接 整个 掉落 这个 属 不 属于 质量 问题,技师 说 跑 了 两千公里 之前 你 车 做 了 首次 保养 了 吗 车主 说 还 没有 技师 说 这种 情况 可 没 是 出厂 时 螺丝 没有 拧紧 导致 车主 说店 的 说 的 第一次 要 千公里 保养 车主 说 现在 店 的 说 车子 底盘 有 撞 过 的 痕迹 说 螺丝 是 撞 落 的 技师 说 那 你 看 下 螺丝 孔 的 丝 有没有 伤撞 掉 的 螺丝 孔 也 会 受损 车主 说 现在 螺丝 安装 上 了 重新 加 的 机油 技师 说 哦 那 说明 丝 没有 坏 车主 说 和 我 一样 的 皮卡开 了 年 了 螺丝 都 撞 歪 了 都 没 出现 过 整个 螺丝 掉落 车主 说 我 这个 新车 才 开 了 十几天 螺丝 就 掉 了 这个 属 不 属于 质量 问题 技师 说恩是 的 一般 螺丝 拧紧 是 不会 掉 的 技师 说 我 感觉 属于 车主 说 现在 不是 点 的 来看 了 车 说 有 撞 个 的 痕迹 这个 不 属于 质量 问题 技师 说 撞 的 痕迹 撞 到 哪里 了 车主 说 地盘 的 护壳 螺丝 上面 也 有 痕迹 技师 说 哦 螺丝 上 有 痕迹 就 不好 说 了 他们 肯定 认为 会 导致 的 主要 原因 车主 说 主要 怎么 也 想不通 啊 怎么 会 整个 螺丝 都 掉落 了 技师 说 可能 是 碰松 了 时间 长 就 颠 掉 了 只有 这 一个 解释 车主 说 朋友 车换 机油 的 时候 那个 螺丝 都 要 用 好 大 的 力 才能 转松 技师 说恩是 的 车主 说 之前 也 出现 这个 问题 了 的 螺丝 没有 全部 落 去 汽修 店喊 师傅 扭紧 了 的 这 才 天 技师 说 那 检查 下 是不是 螺丝扣 或者 螺丝 问题 啊 技师 说 拧紧 不会 自己 松 的 车主 说好 吧 技师 说 嗯 不 客气 车主 说 谢谢 你 了 车主 说 谢谢 你 了 技师 说 不 客气 的,通过 你 说 的 这种 情况 检查 下 是不是 螺丝 或者 丝口 有 问题 正常 拧紧 是 不会 掉 的 建议 你 去 检查
196,Q5197,吉利 汽车,帝豪,加装 电子 涡轮 有用吗 的 车,技师 说 这个 作用 不大 不 建议 安装 了 有用 的话 厂家 早就 安上 了 车主 说 动力 提升 省油 什么 的 都 是 假 的 了 技师 说恩是 的 啊 动力 还 提升 油耗 还 下降 了 你 感觉 合理 吗 车主 说小白 不 懂 涡轮 增压 不 也 是 这个 原理 吗 技师 说 本来 发动机 带 的 涡轮 增压 是 通过 废气 来 驱动 的 它 都 是 经过 调校 好 的 你 后加 的 东西 就 不行 了 车主 说好 的 了解 了 谢谢 技师 说 不 客气 的,加装 这个 东西 作用 不大 不 建议 加装 的 都 是 夸大 宣传 的
197,Q5198,,,发动机 里面 有锈 怎么 处理 就是 放出 防冻液 都 是 锈水,技师 说 这 需要 清洗 水箱 水道 水管 水套 暖 水箱 再 把 里面 吹 干净 再加 新 防冻液 让 它 循环 这个 工程 较大 建议 认真对待 这个 问题 欢迎 追问 希望 我 的 回答 能 帮到 您,这是 一个 关于 用车 的 问题 水箱 里面 放 出来 的 防冻液 有锈 已经 成 了 锈水 对于 这种 情况 我 给 您 的 建议 是 彻底 清洗 水箱 水道 水管 水套 水箱 暖 水箱 再 加注 新 的 防冻液 汽车 有 问题 请 找 汽车 大师
198,Q5199,奔驰,奔驰 级,奔驰 打 气泵 过滤 泄气 管 一头 是 接 打 气泵 泄气 管 另一头 是 接 哪 求助 有人 知道 吗,技师 说 不是 接在 哪 这 是 一个 进气管 那个 胶块 应该 是 卡 在 纵梁 头上 的 车主 说 这 一头 不用 链接 吗 车主 说 他 是 泄气 的 车主 说 这款 车 打 完气 之后 自己 泄气 车主 说 技师 说 不用 也 有 一些 车 为了 避免 进水 卡 在 了 叶子 板 内部 骨架 上 车主 说 就是 这个 零件 技师 说 对 技师 说 这款 车 打 气泵 坏 的 很多 车主 说 我 的 就是 这个 管子 开始 没有 打 气泵 老是 打气 泄气 车主 说 确定 另一头 不用 连接 汽车 部位 吗 技师 说 不用 技师 说 不 放心 的话 明天 给 你 拍 一个 看看 车主 说 怎么 有人 说 要 连接 车主 说 可以 帮 我 确定 下 吗 车主 说 或者 有 安装 图 技师 说来 个 车架号 车主 说 技师 说 稍 等 一会 车主 说 车主 说 右边 链接 打 气泵 的 这个 泄气 阀 车主 说 车主 说 左边 就 不 知道 了 技师 说 稍 等 正在 让 同事 查 技师 说 技师 说 车主 说 不 太 懂 技师 说 也就是说 那 是 一个 进气管 管 不用 插上 技师 说 固定 好 就 行 啦 车主 说 哦 那 他 为什么 泄气 车主 说 打 气泵 做 完工后 就 泄 一下 气 原来 没有 的 技师 说 是 这款 打 气泵 的 问题 你 可以 尝试 上升时 用手 堵 着 气管 看看 车主 说 打 气泵 都 换 了 几个 都 是 一样 技师 说 压力 到 了 一定 数值 肯定 要 泄压 要不然 怎么 降低 车主 说 打 气泵 继电器 有 关系 吗 车主 说 但是 老是 打气 泄气 在 路上 行驶 技师 说 继电器 很少 有坏 的 是不是 有 减震 包 漏气 车主 说 泄气 阀 在 哪 技师 说 就是 气泵 本身 车主 说 我 把 车身 打 到 最高 然后 关闭 升高 按键 他 就 自己 泄气 下来 了 车主 说 我 换 了 几个 打 气泵 都 一样 技师 说 看看 四个 减震 包 是不是 漏气 技师 说 不好意思 我 在 开 家长会 现在 不 方便 给 您 提供 帮助 了 车主 说 没有 原来 没 这样 的 技师 说 这车 一般 就是 减震 漏气 气泵 漏气 很少 有 别的 问题 车主 说 可以 给 我 看 下 泄气 的 地方 是 哪里 吗 车主 说 泄气 管 技师 说 就是 泄气 阀 车主 说 我 还有 个 问题 车主 说 车主 说 这 东西 怎么 安装 车主 说 原因 我 的 车码 方向盘 震动 然后 车 也 有点 动力 平衡 做 了 好 多次 没用 原来 拆装 过 传动轴 就 出现 这个 问题 了 现在 检查 这个 东西 开裂 了 车主 说 是不是 没 安装 好 传动轴 车主 说 现在 我 准备 换 后面 轴承 和 这个 橡胶 车主 说 这要 注意 些 什么 技师 说 这个 没 啥 特别 注意 的 把 旧 的 拆下来 新 的 比 着装 上 就 行 最好 拆 之前 传动轴 和 前面 的 输出 轴 做 个 记号 以免 共振 车主 说 要是 共振 了 怎么办 技师 说 首先 要 判断 是因为 啥 共振 技师 说 轮胎 轮毂 发动机 胶墩 传动轴 过桥 轴承 都 有 可能 引起 共振 车主 说 过桥 轴承 是 什么 车主 说 怎么 三 判断 车主 说 在 吗 师傅 我 还有 个 问题 就是 我车 挂 档 或者 档 发动机 做工 怠速 不稳 声音 忽大忽小 但是 挂 档 差 刹车 就 没有 请问 是 什么 原因 技师 说 有 什么 故障 码 么 车主 说 没有 车主 说 只有 个 进气 支管 卡 在 打开 位置 技师 说 应该 是 有 漏气 的 地方 或者 积碳 过 多 进气管 那个 不 影响 怠速 抖动,您 说 的 管子 是 空气 泵 的 进气管 上边 还有 一个 滤芯 那个 管子 不 连接 任何 部件 只 需要 将 管子 固定 到 前 防撞 梁 的 端部 就 可以 如果 为了 防水 的话 可以 固定 在 叶子 板 内部 的 骨架 上
